Subsystem,Component,Sub-Component,Potential Failure Mode,Potential Effect(s) of Failure,Severity,Potential Cause(s) of Failure,Occurrence,Current Controls,Detection,RPN,Recommended Action
Electrical System,Engine Electronic Control Module (ECM),Engine Speed Sensor,Physical damage,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Engine Speed Sensor,Overloading,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Corrosion,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Physical damage,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Overloading,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Corrosion,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Physical damage,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Overloading,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Corrosion,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Physical damage,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Overloading,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Corrosion,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Physical damage,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Overloading,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Cameras,Corrosion,Reduced ability to successfully move machinery safely,2,"physical damage to camera or wiring, corrosion of terminals",2,Checked daily,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Cameras,Wearing,Reduced ability to successfully move machinery safely,2,"physical damage to camera or wiring, corrosion of terminals",2,Checked daily,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,1,4,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sender,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sender,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sender,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Temperature Sensor,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Temperature Sensor,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Temperature Sensor,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Level Sensor,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Level Sensor,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Hydraulic Tank Level Sensor,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Upbox Temperature Switch,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Upbox Temperature Switch,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Upbox Temperature Switch,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Dropbox Temperature Switch,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Dropbox Temperature Switch,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Dropbox Temperature Switch,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Solenoid Wiring,Corrosion,Transmission may not function,2,"Exposure to contaminates, physical damage to wires grounding or crossing of cables",2,Investigated upon component failure.,3,0,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Solenoid Wiring,Physical damage,Transmission may not function,2,"Exposure to contaminates, physical damage to wires grounding or crossing of cables",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Solenoid Wiring,Overloading,Transmission may not function,2,"Exposure to contaminates, physical damage to wires grounding or crossing of cables",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Two-way radio,Corrosion,Inability to communicate with other staff members,3,contamination of wires and connections by corrosive elements,2,Checked daily,2,12,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Two-way radio,Physical damage,Inability to communicate with other staff members,3,physical damage or General wear and tear to two way radio,2,Checked daily,2,12,Collect failure information and and record replacement intervals.
Electrical System,Transmission Electronic Control Unit (ECU),Two-way radio,Overloading,Inability to communicate with other staff members,3,physical damage or General wear and tear to two way radio,2,Checked daily,2,12,Collect failure information and and record replacement intervals.
Power Frame,Hoods and Covers,Hand Rails,Wearing,Difficulty in gaining access to machine above safe working height,2,"Falling Rocks, Incorrect installation",3,CM as indicated by daily visual inspection,1,6,Investigate alternative safety mechanisms or ways to increase durability of current system
Power Frame,Hoods and Covers,Covers,Wearing,Loss of cover presents increased risk of component damage.,1,"Falling Rocks,",2,CM as indicated by daily visual inspection,1,2,
Power Frame,Cabin,Cabin Assembly,Wearing,"Unsafe Working environment, windows, and doors no longer fit",2,"Falling Rocks  Physical impacts, general wear of cabin mounts",2,CM as indicated by daily visual inspection or scheduled visual inspection,2,8,Collect failure information and and record replacement intervals.
Power Frame,Cabin,Seatbelt,Wearing,Unsafe working environment,3,General wear and tear.,3,CM as indicated by weekly visual inspection,1,9,
Power Frame,Cabin,Drivers Seat,Wearing,Unsafe working environment,2,"General wear and tear, loose fittings, incorrect installation or part.",3,CM as indicated by weekly visual inspection,2,12,
Power Frame,Cabin,Windows,Wearing,Unsafe working environment,2,Falling Rocks  Physical impacts,4,CM as indicated by daily visual inspection,1,8,Investigate  methods of protecting window whilst still maintaining functionality and emergency escape access
Power Frame,Cabin,Door,Wearing,Unsafe working environment,3,Falling Rocks  Physical impacts,3,"CM as indicated by daily visual inspection, Scheduled Maintenance @ 125hr interval for greasing of door hinges",1,9,
Power Frame,Chassis,Wings,Wearing,Further Damage to Machine Frame,1,Physical impact,3,CM as indicated by daily visual inspection,3,9,Collect failure information and and record replacement intervals.
Power Frame,Chassis,Hitch Bolt,Wearing,"Separation of Load and Power frame, Increased Component wear",3,Physical impact,2,Maintenance tasks determined through visual inspection,3,18,Collect failure information and and record replacement intervals.
Power Frame,Chassis,Dogbone,Wearing,"Reduce Structural Integrity, increased vibration",3,Physical impact and General wear and tear on component,2,CM as indicated by visual inspection during  500hr Scheduled Maintenance,3,18,Inspect for optimal replacement interval.
Power Frame,Chassis,Mudguard,Wearing,"Increased contamination of surrounding systems reducing, function",2,Physical impact and General wear and tear on component,3,Maintenance tasks determined through visual inspection,1,6,Collect failure information and and record replacement intervals.
Power Frame,Chassis,A-Frame,Wearing,"Reduce Structural Integrity, increased vibration",3,Physical impact and General wear and tear on component,2,Maintenance tasks determined through visual inspection,3,18,Inspect for optimal replacement interval.
Power Frame,Chassis,Bearing,Wearing,"Reduced control of steering increased vibration, and increased wear on surrounding components",3,Physical impact and General wear and tear on component,2,Maintenance tasks determined through visual inspection,3,18,Collect failure information and and record replacement intervals.
Power Frame,Chassis,Steering Cap Pins and Bolts,Wearing,"increased vibration, Loss of steering function",3,"Physical impacts, vibration and contamination",2,Maintenance tasks determined through visual inspection,3,18,Collect failure information and and record replacement intervals.
Power Frame,Chassis,Suspension centre bearing,Wearing,"increased vibration, Loss of steering function",3,"Physical impacts, vibration and contamination",2,Maintenance tasks determined through visual inspection,4,24,Collect failure information and and record replacement intervals.
Power Frame,Greasing System,Grease Pump,Wearing,Increased component wear at articulated joints,2,"Impacts, Falling Rocks",2,Maintenance tasks determined through visual inspection,2,8,Check grease level in lubricating tank during 125 hour service.
Power Frame,Greasing System,Grease Pump,Mechanical Failure,Increased component wear at articulated joints,2,Pump motor General wear and tear,2,Maintenance tasks determined through visual inspection,3,12,
Power Frame,Greasing System,Grease Pump,Corrosion,Increased component wear at articulated joints,2,Contamination of electrical plugs and circuitry,2,Maintenance tasks determined through visual inspection,3,12,
Power Frame,Greasing System,Grease Pump,Overloading,Increased component wear at articulated joints,2,"Shorting of live wires to ground, or electrical component failure",2,Maintenance tasks determined through visual inspection,3,12,
Power Frame,Greasing System,Grease Lines,Wearing,"Increased component wear at articulated joints, contamination of components exposed to grease",2,"Rubbing of lines, lines broken due to Physical impact, incorrect fittings",3,Grease refilled and joints inspected for grease daily. All grease lines inspected every 125 hr scheduled service,2,12,
Load Frame,Dump Box,Grease Lines,Tub cracking,Tub structural failure,2,Physical Impacts,3,Maintenance tasks determined through visual inspection,1,6,Collect failure information and and record replacement intervals.
Load Frame,Dump Box,Grease Lines,Tub wearout,Tub structural failure,2,General eear from cyclic loading,3,Maintenance tasks determined through visual inspection,2,12,Collect failure information and and record replacement intervals.
Load Frame,Dump Box,Dump Cylinder,Wearing,"Increased component wear at articulated joints, contamination of components exposed to grease",2,General eear from cyclic loading,3,Maintenance tasks determined through visual inspection,2,12,Inspect at 500 hour service. Check torque and mounting pins and bushings.
Load Frame,Dump Box,Dump Cylinder,Excessive clearances,"Increased component wear at articulated joints, contamination of components exposed to grease",2,General eear from cyclic loading,3,Maintenance tasks determined through visual inspection,2,12,Inspect at 500 hour service.
Fire Suppression System,Fire Extinguisher,Cylinder,Wearing,"Loss of system pressure, structural integrity of pressure chamber compromised",3,"Physical impact, expiration of contents, failure to store cylinder correctly",2,Visual daily inspection. CM when required.,1,6,
Fire Suppression System,Fire Extinguisher,Cylinder,Leaking,Loss of system pressure,3,"damage to release mechanism or fittings, improper construction",2,Visual daily inspection. CM when required.,2,12,
Fire Suppression System,Fire Extinguisher,Cylinder,Out of date / no test tag,Potentially non functioning due to packing of retardant,3,maintenance schedule not adheared to or tag has been misplaced,3,Safety and Training to inspect and retag,1,9,
Fire Suppression System,Fire Extinguisher,Hoses,Wearing,Reduced capacity to use effectively,3,"Physical impact, incorrect storage of extinguisher",2,Visual daily inspection. CM when required.,2,12,
Fire Suppression System,Fire Extinguisher,Mounting Point,Wearing,Wearing to cylinder/lost,3,Physical damage,2,Visual daily inspection. CM when required.,1,6,
Fire Suppression System,AFFF,Cylinder,Wearing,"Loss of system pressure, structural integrity of pressure chamber compromised",4,"Physical impact, expiration of contents, failure to store cylinder correctly",2,Visual daily inspection. CM when required.,1,8,
Fire Suppression System,AFFF,Cylinder,Leaking,Loss of system pressure,4,"damage to fittings, or incorrect instalation, fittings amy have come loose",3,Visual daily inspection. CM when required.,2,24,
Fire Suppression System,AFFF,Cylinder,Unintentional discharge,Loss of system pressure,4,Activation due to line failure or other accidental means,3,Investigated upon component failure.,1,12,
Fire Suppression System,AFFF,Cylinder,Out of date / no test tag,Potentially non functioning,4,maintenance schedule not adheared to or tag has been misplaced,3,Safety and Training to inspect and retag,1,12,
Fire Suppression System,AFFF,Hoses,Wearing,"Reduced capacity to use effectively, may cause unintentional discharge of AFFF system",4,"pinching of lines, failure to replace protective nozzle caps, heat damage to lines causing deterioration",3,Visual daily inspection. CM when required.,2,24,
Fire Suppression System,AFFF,Mounting Point,Wearing,"May cause damage to the cylinder, loss of cylinder, unintentional discharge of AFFF system",4,incorrect installation impacts from falling rocks,2,Visual daily inspection. CM when required.,1,8,
Fire Suppression System,AFFF,Activation System & Gauge,"Wearing,","May cause unintentional discharge of AFFF system or inability to discharge system, system pressure may not be accurately displayed",4,"damage from impacts, mechanical failure of gauge.",3,Visual daily inspection. CM when required.,2,24,
Fire Suppression System,AFFF,Activation System & Gauge,Out of date / no test tag,Potentially non functioning due to packing of retardant,4,maintenance schedule not adheared to or tag has been misplaced,4,Safety and Training to inspect and retag,2,32,